trace_id,transition_id,split,decision,label_source,label_reason,previous_token_count,current_token_count,previous_changed_token_count,current_changed_token_count,block_size,candidate_block_index,candidate_position_ratio,relative_block_offset,nearest_changed_block_distance,source_displacement_blocks,candidate_share_of_native_recompute,same_position_match,requires_repacking,changed_candidate_token_overlap_ratio,introduced_candidate_token_overlap_ratio,removed_candidate_token_overlap_ratio,changed_candidate_token_jaccard,edit_span_count,edit_span_count_before_candidate,previous_changed_tokens_before_candidate,current_changed_tokens_before_candidate,preceding_context_match_tokens,preceding_matching_run_blocks,following_matching_run_blocks,matching_run_length_blocks,source_occurrence_count,aligned_source_occurrence_count,mtrag_case_index,mtrag_collection,mtrag_conversation_id,mtrag_current_task_id,trial_id,adjudication,review_id,review_verdict,review_reason
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,"Blinded semantic review: Both answers describe the same connection, parameter, event-listener, and audio-message workflow; only wording and formatting differ.",2053,2079,1939,1965,16,79,0.607984607984608,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.011406844106463879,0.016877637130801686,0.02973977695167286,31,3,359,471,309,19,6,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,ccec76338ed244098e37b5e82099f922,blinded_semantic_review,review-013,equivalent,"Both answers describe the same connection, parameter, event-listener, and audio-message workflow; only wording and formatting differ."
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,95,0.7311207311207312,0,0,54.875,0.7907211296016137,False,False,0.008142493638676845,0.0,0.0379746835443038,0.027881040892193308,31,14,463,576,152,0,0,1,2,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,5a26899f70994d7bbe755cbc9d3ae42f,exact_output_match,,,
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,42,0.2506527415143603,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.012287334593572778,0.0,0.02086677367576244,74,1,0,64,28,1,27,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,d726202fb8884b9b89bded8d46170449,exact_output_match,,,
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer B explicitly connects secrets with secure storage and prevention of unauthorized access, matching the expected protection requirement more closely.",2787,2681,2196,2090,16,46,0.2745244311823946,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.000945179584120983,0.00859106529209622,0.02247191011235955,74,1,0,64,92,5,23,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,78a5b03c4b474d42a8f23beb7d934229,blinded_semantic_review,review-019,answer_b_better,"Answer B explicitly connects secrets with secure storage and prevention of unauthorized access, matching the expected protection requirement more closely."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A explicitly connects secrets with secure storage and prevention of unauthorized access, matching the expected protection requirement more closely.",2787,2681,2196,2090,16,47,0.2804923535994032,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.000945179584120983,0.010309278350515464,0.024077046548956663,74,1,0,64,108,6,22,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,757567ba4a4644e3b615ff76dc081a14,blinded_semantic_review,review-007,answer_a_better,"Answer A explicitly connects secrets with secure storage and prevention of unauthorized access, matching the expected protection requirement more closely."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer.",2787,2681,2196,2090,16,48,0.2864602760164118,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.006872852233676976,0.025682182985553772,74,1,0,64,124,7,21,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,294c9d393a9a43b3b65ee5e235cc5522,blinded_semantic_review,review-016,answer_a_better,"Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A directly explains secure encrypted storage and controlled retrieval, which is closer to the expected lifecycle-protection point.",2787,2681,2196,2090,16,53,0.3162998881014547,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.000945179584120983,0.007731958762886598,0.024077046548956663,74,1,0,64,204,12,16,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,2f1af3caa04f43f784aa0b6604976a35,blinded_semantic_review,review-005,answer_a_better,"Answer A directly explains secure encrypted storage and controlled retrieval, which is closer to the expected lifecycle-protection point."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,54,0.32226781051846326,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.00429553264604811,0.019261637239165328,74,1,0,64,220,13,15,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,7425708ebb4547998058cafb5536225d,exact_output_match,,,
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer.",2787,2681,2196,2090,16,55,0.3282357329354718,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.00429553264604811,0.02247191011235955,74,1,0,64,236,14,14,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,30deea031e754b1e85c288a04a4be2f6,blinded_semantic_review,review-026,answer_a_better,"Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,repair,counterfactual_execution,Blinded semantic review: Answer B gives the general sensitive-data definition and relevant examples; Answer A narrows the concept to one service object.,2787,2681,2196,2090,16,62,0.3700111898545319,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.003780718336483932,0.002577319587628866,0.024077046548956663,74,1,0,64,348,21,7,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,383d58da4c5a4ac5b147f76a900e07bc,blinded_semantic_review,review-025,answer_b_better,Answer B gives the general sensitive-data definition and relevant examples; Answer A narrows the concept to one service object.
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,63,0.37597911227154046,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.006013745704467354,0.024077046548956663,74,1,0,64,364,22,6,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,ac609f4de5004461a0ed3e36376161c0,exact_output_match,,,
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,64,0.38194703468854907,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.003780718336483932,0.001718213058419244,0.025682182985553772,74,1,0,64,380,23,5,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,cc25bcf3b19f4e279245faef739c9bcd,exact_output_match,,,
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A explicitly describes secure storage and prevention of unauthorized access, while Answer B shifts to generic tooling and compliance.",2787,2681,2196,2090,16,66,0.39388287952256623,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.00429553264604811,0.024077046548956663,74,1,0,64,412,25,3,29,2,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,0ea7644299aa4c929a8f69e76de102ad,blinded_semantic_review,review-008,answer_a_better,"Answer A explicitly describes secure storage and prevention of unauthorized access, while Answer B shifts to generic tooling and compliance."
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,"Blinded semantic review: Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer.",2787,2681,2196,2090,16,69,0.41178664677359195,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.005154639175257732,0.025682182985553772,74,1,0,64,460,28,0,29,1,1,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7,3a0ae53542bf40cd8fc774752306646c,blinded_semantic_review,review-009,answer_a_better,"Answer A directly emphasizes secure storage and unauthorized-access prevention, which better reflects the expected answer."
